Mars Dugal' sot spring guns en steel traps, en he en de oberseah sot up nights once't er twice't, tel one night Mars Dugal' he 'uz a monst'us keerless man got his leg shot full er cow-peas. 	Julius
But somehow er nudder dey could n' nebber ketch none er de niggers. 	Julius
I dunner how it happen, but it happen des like I tell you, en de grapes kep' on a-goin' des de same.	Julius
But bimeby ole Mars Dugal' fix' up a plan ter stop it. 	Julius
Dey wuz a cunjuh 'oman livin' down 'mongs' de free niggers on de Wim'l'ton Road, en all de darkies fum Rockfish ter Beaver Crick wuz feared er her. 	Julius
She could wuk de mos' powerfulles' kin' er goopher, could make people hab fits, er rheumatiz, er make 'em des dwinel away en die  en dey say she went out ridin' de niggers at night, fer she wuz a witch 'sides bein' a cunjuh 'oman.	Julius
Mars Dugal' hearn 'bout Aun' Peggy's doin's, en begun ter 'flect whe'r er no he could n' git her ter he'p him keep de niggers off'n de grapevimes.	Julius
One day in de spring er de year, ole miss pack' up a basket er chick'n en poun'-cake, en a bottle er scuppernon' wine, en Mars Dugal' tuk it in his buggy en driv ober ter Aun' Peggy's cabin. 	Julius
He tuk de basket in, en had a long talk wid Aun' Peggy.	Julius
De nex' day Aun' Peggy come up ter de vimya'd. 	Julius
De niggers seed her slippin' 'roun', en dey soon foun' out what she 'uz doin' dere. 	Julius
Mars Dugal' had hi'ed her ter goopher de grapevimes. 	Julius
She sa'ntered 'roun' 'mongs' de vimes, en tuk a leaf fum dis one, en a grape-hull fum dat one, en a grape-seed fum anudder one  en den a little twig fum here, en a little pinch er dirt fum dere, en put it all in a big black bottle, wid a snake's toof en a speckle' hen's gall en some ha'rs fum a black cat's tail, en den fill' de bottle wid scuppernon' wine. 	Julius
Wen she got de goopher all ready en fix', she tuk 'n went out in de woods en buried it under de root uv a red oak tree, en den come back en tole one er de niggers she done goopher de grapevimes, en a'er a nigger w'at eat dem grapes 'ud be sho ter die inside'n twel' mont's.	Julius
Atter dat de niggers let de scuppernon's 'lone, en Mars Dugal' did n' hab no 'casion ter fine no mo' fault  en de season wuz mos' gone, w'en a strange gemman stop at de plantation one night ter see Mars Dugal' on some business  en his coachman, seein' de scuppernon's growin' so nice en sweet, slip 'roun' behine de smoke-house, en et all de scuppernon's he could hole.	Julius
Nobody did n' notice it at de time, but dat night, on de way home, de gemman's hoss runned away en kill' de coachman.	Julius
W'en we hearn de noos, Aun' Lucy, de cook, she up 'n say she seed de strange nigger eat'n' er de scuppernon's behine de smoke-house  en den we knowed de goopher had b'en er wukkin'.	Julius
Den one er de nigger chilluns runned away fum de quarters one day, en got in de scuppernon's, en died de nex' week.	Julius
W'ite folks say he die' er de fevuh, but de niggers knowed it wuz de goopher.	Julius
So you k'n be sho de darkies did n' hab much ter do wid dem scuppernon' vimes.	Julius
W'en de scuppernon' season 'uz ober fer dat year, Mars Dugal' foun' he had made fifteen hund'ed gallon er wine  en one er de niggers hearn him laffin' wid de oberseah fit ter kill, en sayin' dem fifteen hund'ed gallon er wine wuz monst'us good intrus' on de ten dollars he laid out on de vimya'd.	Julius
So I 'low ez he paid Aun' Peggy ten dollars fer to goopher de grapevimes.	Julius
De goopher did n' wuk no mo' tel de nex' summer, w'en 'long to'ds de middle er de season one er de fiel' han's died  en ez dat lef' Mars Dugal' sho't er han's, he went off ter town fer ter buy anudder. 	Julius
He fotch de noo nigger home wid 'im. He wuz er ole nigger, er de color er a gingy-cake, en ball ez a hoss-apple on de top er his head. He wuz a peart ole nigger, do', en could do a big day's wuk.	Julius
Now it happen dat one er de niggers on de nex' plantation, one er ole Mars Henry Brayboy's niggers, had runned away de day befo', en tuk ter de swamp, en ole Mars Dugal' en some er de yuther nabor w'ite folks had gone out wid dere guns en dere dogs fer ter he'p 'em hunt fer de nigger 	Julius
en de han's on our own plantation wuz all so flusterated dat we fuhgot ter tell de noo han' 'bout de goopher on de scuppernon' vimes. 	Julius
Co'se he smell de grapes en see de vimes, an atter dahk de fus' thing he done wuz ter slip off ter de grapevimes 'dout sayin' nuffin ter nobody. 	Julius
Nex' mawnin' he tole some er de niggers 'bout de fine bait er scuppernon' he et de night befo'.	Julius
Wen dey tole 'im 'bout de goopher on de grapevimes, he 'uz dat tarrified dat he turn pale, en look des like he gwine ter die right in his tracks.	Julius
De oberseah come up en axed w'at 'uz de matter  en w'en dey tole 'im Henry be'n eatin' er de scuppernon's, en got de goopher on 'im, he gin Henry a big drink er w'iskey, en 'low dat de nex' rainy day he take 'im ober ter Aun' Peggy's, en see ef she would n' take de goopher off'n him, seein' ez he did n' know nuffin erbout it tel he done et de grapes.	Julius
Sho nuff, it rain de nex' day, en de oberseah went ober ter Aun' Peggy's wid Henry. 	Julius
En Aun' Peggy say dat bein' ez Henry did n' know 'bout de goopher, en et de grapes in ign'ance er de conseq'ences, she reckon she mought be able fer ter take de goopher off'n him. 	Julius
So she fotch out er bottle wid some cunjuh medicine in it, en po'd some out in a go'd fer Henry ter drink. 	Julius
He manage ter git it down  he say it tas'e like whiskey wid sump'n bitter in it.	Julius
She 'lowed dat 'ud keep de goopher off'n him tel de spring  but w'en de sap begin ter rise in de grapevimes he ha' ter come en see her ag'in, en she tell him w'at e's ter do.	Julius
Nex' spring, w'en de sap commence' ter rise in de scuppernon' vime, Henry tuk a ham one night. 	Julius
Whar'd he git de ham?	Julius
_I_ doan know  dey wa'n't no hams on de plantation 'cep'n' w'at 'uz in de smoke-house, but _I_ never see Henry 'bout de smoke-house.	Julius
But ez I wuz a-sayin', he tuk de ham ober ter Aun' Peggy's  en Aun' Peggy tole 'im dat w'en Mars Dugal' begin ter prune de grapevimes, he mus' go en take 'n scrape off de sap whar it ooze out'n de cut een's er de vimes, en 'n'int his ball head wid it 	Julius
en ef he do dat once't a year de goopher would n' wuk agin 'im long ez he done it.	Julius
En bein' ez he fotch her de ham, she fix' it so he kin eat all de scuppernon' he want.	Julius
So Henry 'n'int his head wid de sap out'n de big grapevime des ha'f way 'twix' de quarters en de big house, en de goopher nebber wuk agin him dat summer.	Julius
But de beatenes' thing you eber see happen ter Henry.	Julius
Up ter dat time he wuz ez ball ez a sweeten' 'tater, but des ez soon ez de young leaves begun ter come out on de grapevimes, de ha'r begun ter grow out on Henry's head, en by de middle er de summer he had de bigges' head er ha'r on de plantation.	Julius
Befo' dat, Henry had tol'able good ha'r 'roun' de aidges, but soon ez de young grapes begun ter come, Henry's ha'r begun to quirl all up in little balls, des like dis yer reg'lar grapy ha'r, en by de time de grapes got ripe his head look des like a bunch er grapes.	Julius
Combin' it did n' do no good  he wuk at it ha'f de night wid er Jim Crow, en think he git it straighten' out, but in de mawnin' de grapes 'ud be dere des de same.	Julius
So he gin it up, en tried ter keep degrapes down by havin' his ha'r cut sho't.	Julius
But dat wa'n't de quares' thing 'bout de goopher.	Julius
When Henry come ter de plantation, he wuz gittin' a little ole an stiff in de j'ints.	Julius
But dat summer he got des ez spry en libely ez any young nigger on de plantation  fac', he got so biggity dat Mars Jackson, de oberseah, ha' ter th'eaten ter whip 'im, ef he did n' stop cuttin' up his didos en behave hisse'f.	Julius
But de mos' cur'ouses' thing happen' in de fall, when de sap begin ter go down in de grapevimes.	Julius
Fus', when de grapes 'uz gethered, de knots begun ter straighten out'n Henry's ha'r  en w'en de leaves begin ter fall, Henry's ha'r 'mence' ter drap out 	Julius
en when de vimes 'uz bar', Henry's head wuz baller 'n it wuz in de spring, en he begin ter git ole en stiff in de j'ints ag'in, en paid no mo' 'tention ter de gals dyoin' er de whole winter.	Julius
En nex' spring, w'en he rub de sap on ag'in, he got young ag'in, en so soopl en libely dat none er de young niggers on de plantation could n' jump, ner dance, ner hoe ez much cotton ez Henry.	Julius
But in de fall er de year his grapes 'mence' ter straighten out, en his j'ints ter git stiff, en his ha'r drap off, en de rheumatiz begin ter wrastle wid 'im.	Julius
Now, ef you 'd 'a' knowed ole Mars Dugal' McAdoo, you 'd 'a' knowed dat it ha' ter be a mighty rainy day when he could n' fine sump'n fer his niggers ter do, en it ha' ter be a mighty little hole he could n' crawl thoo, en ha' ter be a monst'us cloudy night when a dollar git by him in de dahkness 	Julius
en w'en he see how Henry git young in de spring en ole in de fall, he 'lowed ter hisse'f ez how he could make mo' money out'n Henry dan by wukkin' him in de cotton-fiel'.	Julius
'Long de nex' spring, atter de sap 'mence' ter rise, en Henry 'n'int 'is head en sta'ted fer ter git young en soopl, Mars Dugal' up 'n tuk Henry ter town, en sole 'im fer fifteen hunder' dollars.	Julius
Co'se de man w'at bought Henry did n' know nuffin 'bout de goopher, en Mars Dugal' did n' see no 'casion fer ter tell 'im.	Julius
Long to'ds de fall, w'en de sap went down, Henry begin ter git ole ag'in same ez yuzhal, en his noo marster begin ter git skeered les'n he gwine ter lose his fifteen-hunder'-dollar nigger.	Julius
He sent fer a mighty fine doctor, but de med'cine did n' 'pear ter do no good  de goopher had a good holt.	Julius
Henry tole de doctor 'bout de goopher, but de doctor des laff at 'im.	Julius
One day in de winter Mars Dugal' went ter town, en wuz santerin' 'long de Main Street, when who should he meet but Henry's noo marster.	Julius
Dey said 'Hoddy,' en Mars Dugal' ax 'im ter hab a seegyar  en atter dey run on awhile 'bout de craps en de weather, Mars Dugal' ax 'im, sorter keerless, like ez ef he des thought of it, 	Julius
'Spec' I made a bad bahgin when I bought dat nigger.	Julius
Henry done good wuk all de summer, but sence de fall set in he 'pears ter be sorter pinin' away.	Julius
Dey ain' nuffin pertickler de matter wid 'im leastways de doctor say so 'cep'n' a tech er de rheumatiz  but his ha'r is all fell out, en ef he don't pick up his strenk mighty soon, I spec' I'm gwine ter lose 'im.'	Julius
Dey smoked on awhile, en bimeby ole mars say, Well, a bahgin 's a bahgin, but you en me is good fren's, en I doan wan' ter see you lose all de money you paid fer dat nigger 	Julius
en ef w'at you say is so, en I ain't 'sputin' it, he ain't wuf much now.	Julius
I 'spec's you wukked him too ha'd dis summer, er e'se de swamps down here don't agree wid de san'-hill nigger.	Julius
So you des lemme know, en ef he gits any wusser I'll be willin' ter gib yer five hund'ed dollars fer 'im, en take my chances on his livin'.	Julius
Sho 'nuff, when Henry begun ter draw up wid de rheumatiz en it look like he gwine ter die fer sho, his noo marster sen' fer Mars Dugal', en Mars Dugal' gin him what he promus, en brung Henry home ag'in.	Julius
He tuk good keer uv 'im dyoin' er de winter, give 'im w'iskey ter rub his rheumatiz, en terbacker ter smoke, en all he want ter eat, 'caze a nigger w'at he could make a thousan' dollars a year off'n did n' grow on eve'y huckleberry bush.	Julius
Nex' spring, w'en de sap ris en Henry's ha'r commence' ter sprout, Mars Dugal' sole 'im ag'in, down in Robeson County dis time  	Julius
en he kep' dat sellin' business up fer five year er mo'.	Julius
Henry nebber say nuffin 'bout de goopher ter his noo marsters, 'caze he know he gwine ter be tuk good keer uv de nex' winter, w'en Mars Dugal' buy him back.	Julius
En Mars Dugal' made 'nuff money off'n Henry ter buy anudder plantation ober on Beaver Crick.	Julius
But 'long 'bout de een' er dat five year dey come a stranger ter stop at de plantation.	Julius
De fus' day he 'uz dere he went out wid Mars Dugal' en spent all de mawnin' lookin' ober de vimya'd, en atter dinner dey spent all de evenin' playin' kya'ds.	Julius
De niggers soon 'skiver' dat he wuz a Yankee, en dat he come down ter Norf C'lina fer ter l'arn de w'ite folks how to raise grapes en make wine.	Julius
He promus Mars Dugal' he c'd make de grapevimes b'ar twice't ez many grapes, en dat de noo winepress he wuz a-sellin' would make mo' d'n twice't ez many gallons er wine.	Julius
En ole Mars Dugal' des drunk it all in, des 'peared ter be bewitch' wid dat Yankee.	Julius
Wen de darkies see dat Yankee runnin' 'roun' de vimya'd en diggin' under de grapevimes, dey shuk dere heads, en 'lowed dat dey feared Mars Dugal' losin' his min'.	Julius
Mars Dugal' had all de dirt dug away fum under de roots er all de scuppernon' vimes, an' let 'em stan' dat away fer a week er mo'.	Julius
Den dat Yankee made de niggers fix up a mixtry er lime en ashes en manyo, en po' it 'roun' de roots er de grapevimes.	Julius
Den he 'vise Mars Dugal' fer ter trim de vimes close't, en Mars Dugal' tuck 'n done eve'ything de Yankee tole him ter do.	Julius
Dyoin' all er dis time, mind yer, dis yer Yankee wuz libbin' off'n de fat er de lan', at de big house, en playin' kya'ds wid Mars Dugal' eve'y night 	Julius
en dey say Mars Dugal' los' mo'n a thousan' dollars dyoin' er de week dat Yankee wuz a-ruinin' de grapevimes.	Julius
Wen de sap ris nex' spring, ole Henry 'n'inted his head ez yuzhal, en his ha'r 'mence' ter grow des de same ez it done eve'y year.	Julius
De scuppernon' vimes growed monst's fas', en de leaves wuz greener en thicker dan dey eber be'n dyoin' my rememb'ance  en Henry's ha'r growed	Julius
out thicker dan eber, en he 'peared ter git younger 'n younger, en soopler 'n soopler  en seein' ez he wuz sho't er ban's dat spring,	Julius
havin' tuk in consid'able noo groun', Mars Dugal' 'eluded he would n' sell Henry 'tel he git de crap in en de cotton chop'.	Julius
So he kep' Henry on de plantation.	Julius
But 'long 'bout time fer de grapes ter come on de scuppernon' vimes, dey 'peared ter come a change ober 'em  de leaves withered en swivel' up, en de young grapes turn' yaller, en bimeby eve'ybody on de plantation could see dat de whole vimya'd wuz dyin'.	Julius
Mars Dugal' tuk'n water de vimes en done all he could, but 't wa'n' no use:	Julius
dat Yankee had done bus' de watermillyum.	Julius
One time de vimes picked up a bit, en Mars Dugal' 'lowed dey wuz gwine ter come out ag'in 	Julius
but dat Yankee done dug too close under de roots, en prune de branches too close ter de vime, en all dat lime en ashes done burn' de life out'n de vimes, en dey des kep' a-with'in' en a-swivelin'.	Julius
All dis time de goopher wuz a-wukkin'.	Julius
When de vimes sta'ted ter wither, Henry 'mence' ter complain er his rheumatiz  en when de leaves begin ter dry up, his ha'r 'mence' ter drap out.	Julius
When de vimes fresh' up a bit, Henry 'd git peart ag'in, en when de vimes wither' ag'in, Henry 'd git ole ag'in, en des kep' gittin' mo' en mo' fitten fer nuffin  he des pined away, en pined away, en fine'ly tuk ter his cabin  en when de big vime whar he got de sap ter 'n'int his head withered en turned yaller en died, Henry died too,	Julius
 des went out sorter like a cannel.	Julius
Dey didn't 'pear ter be nuffin de matter wid 'im, 'cep'n' de rheumatiz, but his strenk des dwinel' away 'tel he did n' hab ernuff lef ter draw his bref.	Julius
De goopher had got de under holt, en th'owed Henry dat time fer good en all.	Julius
Mars Dugal' tuk on might'ly 'bout losin' his vimes en his nigger in de same year  en he swo' dat ef he could git holt er dat Yankee he 'd wear 'im ter a frazzle, en den chaw up de frazzle 	Julius
en he'd done it, too, for Mars Dugal' 'uz a monst'us brash man w'en he once git started.	Julius
He sot de vimya'd out ober ag'in, but it wuz th'ee er fo' year befo' de vimes got ter b'arin' any scuppernon's.	Julius
W'en de wah broke out, Mars Dugal' raise' a comp'ny, en went off ter fight de Yankees. 	Julius
He say he wuz mighty glad dat wah come, en he des want ter kill a Yankee fer eve'y dollar he los' 'long er dat grape-raisin' Yankee.	Julius
En I 'spec' he would 'a' done it, too, ef de Yankees had n' s'picioned sump'n, en killed him fus'.	Julius
"Atter de s'render ole miss move' ter town, de niggers all scattered 'way fum de plantation, en de vimya'd ain' be'n cultervated sence."""	Julius
was a nigger w'at useter b'long ter ole Mars Marrabo McSwayne.	Julius
Mars Marrabo's place wuz on de yuther side'n de swamp, right nex' ter yo' place.	Julius
Sandy wuz a monst'us good nigger, en could do so many things erbout a plantation, en alluz 'ten' ter his wuk so well, dat w'en Mars Marrabo's chilluns growed up en married off, dey all un 'em wanted dey daddy fer ter gin 'em Sandy fer a weddin' present.	Julius
But Mars Marrabo knowed de res' would n' be satisfied ef he gin Sandy ter a'er one un 'em  so w'en dey wuz all done	Julius
married, he fix it by 'lowin' one er his chilluns ter take Sandy fer a mont' er so, en den ernudder for a mont' er so, en so on dat erway tel dey had all had 'im de same lenk er time 	Julius
en den dey would all take him roun' ag'in, 'cep'n' oncet in a w'ile w'en Mars Marrabo would len' 'im ter some er his yuther kinfolks 'roun' de country, w'en dey wuz short er han's  tel bimeby it got so Sandy did n' hardly knowed whar he wuz gwine ter stay fum one week's een' ter de yuther.	Julius
One time w'en Sandy wuz lent out ez yushal, a spekilater come erlong wid a lot er niggers, en Mars Marrabo swap' Sandy's wife off fer a noo 'oman. 	Julius
W'en Sandy come back, Mars Marrabo gin 'im a dollar, en 'lowed he wuz monst'us sorry fer ter break up de fambly, but de spekilater had gin 'im big boot, en times wuz hard en money skase, en so he wuz bleedst ter make de trade. 	Julius
Sandy tuk on some 'bout losin' his wife, but he soon seed dey want no use cryin' ober spilt merlasses  	Julius
en bein' ez he lacked de looks er de noo 'oman, he tuk up wid her atter she'd be'n on de plantation a mont' er so.	Julius
Sandy en his noo wife got on mighty well tergedder, en de niggers all 'mence' ter talk about how lovin' dey wuz.	Julius
Wen Tenie wuz tuk sick oncet, Sandy useter set up all night wid 'er, en den go ter wuk in de mawnin' des lack he had his reg'lar sleep  en Tenie would 'a' done anythin' in de worl' for her Sandy.	Julius
Sandy en Tenie had n' be'n libbin' tergedder fer mo' d'n two mont's befo' Mars Marrabo's old uncle, w'at libbed down in Robeson County, sent up ter fin' out ef Mars Marrabo could n' len' 'im er hire 'im a good ban' fer a mont' er so. 	Julius
Sandy's marster wuz one er dese yer easy-gwine folks w'at wanter please eve'ybody, en he says yas, he could len' 'im Sandy.	Julius
En Mars Marrabo tol' Sandy fer ter git ready ter go down ter Robeson nex' day, fer ter stay a mont' er so.	Julius
It wuz monst'us hard on Sandy fer ter take 'im 'way fum Tenie. 	Julius
It wuz so fur down ter Robeson dat he did n' hab no chance er comin' back ter see her tel de time wuz up  he would n' 'a' mine comin' ten er fifteen	Julius
mile at night ter see Tenie, but Mars Marrabo's uncle's plantation wuz mo' d'n forty mile off	Julius
Sandy wuz mighty sad en cas' down atter w'at Mars Marrabo tol' 'im, en he says ter Tenie, sezee: 	Julius
'I'm gittin' monst'us ti'ed er dish yer gwine roun' so much.	Julius
Here I is lent ter Mars Jeems dis mont', en I got ter do so-en-so  en ter Mars Archie de nex' mont', en I got ter do so-en-so  den I got ter go ter Miss Jinnie's:	Julius
en hit's Sandy dis en Sandy dat, en Sandy yer en Sandy dere, tel it 'pears ter me I ain' got no home, ner no marster, ner no mistiss, ner no nuffin.	Julius
I can't eben keep a wife: my yuther ole 'oman wuz sol' away widout my gittin' a chance fer ter tell her good-by  en now I got ter go off en leab you, Tenie, en I dunno whe'r I'm eber gwine ter see you ag'in er no. 	Julius
I wisht I wuz a tree, er a stump, er a rock, er sump'n w'at could stay on de plantation fer a w'ile.'	Julius
Sho' 'nuff, dis yer cunjuh man wukked his roots, des ez Dan had 'spected he would, en soon l'arn' who killt his son.	Julius
En co'se he made up his min' fer ter git eben wid Dan.	Julius
So he sont a rattlesnake fer ter sting 'im, but de rattlesnake say de nigger's heel wuz so ha'd he could n' git his sting in.	Julius
Den he sont his jay-bird fer ter put p'isen in Dan's vittles, but de p'isen did n' wuk.	Julius
Den de cunjuh man 'low' he'd double Dan all up wid de rheumatiz, so he could n' git 'is ban' ter his mouf ter eat, en would hafter sta've ter def  but Dan went ter Aun' Peggy, en she gun 'im a' 'intment ter kyo de rheumatiz.	Julius
Den de cunjuh man 'lowed he 'd bu'n Dan up wid a fever, but Aun' Peggy tol' 'im how ter make some yarb tea fer dat.	Julius
Nuffin dis man tried would kill Dan, so fin'lly de cunjuh man 'lowed Dan mus' hab a life-cha'm.	Julius
Now, dis yer jay-bird de cunjuh man had wuz a monst'us sma't creeter,	Julius
 fac', de niggers 'lowed he wuz de ole Debbil hisse'f, des settin' roun' waitin' ter kyar dis ole man erway w'en he 'd retch' de een' er his rope.	Julius
De cunjuh man sont dis jay-bird fer ter watch Dan en fin' out whar he kep' his cha'm. 	Julius
De jay-bird hung roun' Dan fer a week er so, en one day he seed Dan go down by de ribber en look at a live-oak tree  en den de jay-bird went back ter his marster, en tol' 'im he 'spec' de nigger kep' his life-cha'm under dat tree.	Julius
De cunjuh man lafft en lafft, en he put on his bigges' pot, en fill' it wid his stronges' roots, en b'iled it en b'iled it, 'tel bimeby de win' blowed en blowed, 'tel it blowed down de live-oak tree.	Julius
Den he stirred some more roots in de pot, en it rained en rained 'tel de water run down de ribber bank en wash' Dan's life-cha'm inter de ribber, en de bottle went bobbin' down de current des ez onconsarned ez ef it wa'n't takin' po' Dan's chances all 'long wid it.	Julius
En den de cunjuh man lafft some mo', en 'lowed ter hisse'f dat he wuz gwine ter fix Dan now, sho' 'nuff	Julius
he wa'n't gwine ter kill 'im des yet, fer he could do sump'n ter 'im w'at would hu't wusser 'n killin'.	Julius
So dis cunjuh man 'mence' by gwine up ter Dan's cabin eve'y night, en takin' Dan out in his sleep en ridin' 'im roun' de roads en fiel's ober de rough groun'.	Julius
In de mawnin' Dan would be ez ti'ed ez ef he had n' be'n ter sleep.	Julius
Dis kin' er thing kep' up fer a week er so, en Dan had des 'bout made up his min' fer ter go en see Aun' Peggy ag'in, w'en who sh'd he come across, gwine 'long de road one day, to'ds sundown, but dis yer cunjuh man.	Julius
Dan felt kinder skeered at fus'  but den he 'membered 'bout his life-cha'm, w'ich he had n' be'n ter see fer a week er so, en 'lowed wuz safe en soun' unner de live-oak tree, en so he hilt up 'is	Julius
head en walk' 'long, des lack he did n' keer nuffin 'bout dis man no mo' d'n any yuther nigger. Wen he got close ter de cunjuh man, dis cunjuh man sez, sezee:	Julius
It's bad luck, suh, ter raise a' umbrella in de house, en w'iles I dunno whuther it's bad luck ter kyar one inter de piazzer er no, I 'lows it's alluz bes' ter be on de safe side.	Julius
I did n' s'pose you en young missis 'u'd be gwine on yo' dribe ter-day, but bein' ez it's my pa't ter take you ef you does, I 'lowed I 'd repo't fer dooty, en let you say whuther er no you wants ter go.	Julius
I dunno 'bout dat, suh. It mought cos' mo', en it mought cos' less, ez fuh ez money is consarned.	Julius
I ain' denyin' you could cl'ar up dat trac' er Ian' fer a hund'ed er a couple er hund'ed dollahs,--ef you wants ter cl'ar it up.	Julius
But ef dat 'uz my trac' er Ian', I would n' 'sturb it, no, suh, I would n'; sho 's you bawn, I would n'.	Julius
Way back yander befo' de wah ole Mars Dugal' McAdoo useter own a nigger name' Dan.	Julius
Dan wuz big en strong en hearty en peaceable en good-nachu'd most er de time, but dange'ous ter aggervate.	Julius
He alluz done his task, en nebber had no trouble wid de w'ite folks, but woe be unter de nigger w'at 'lowed he c'd fool wid Dan, fer he wuz mos' sho' ter git a good lammin'.	Julius
Soon ez eve'ybody foun' Dan out, dey did n' many un 'em 'temp' ter 'sturb 'im.	Julius
De one dat did would 'a' wush' he had n', ef he could 'a' libbed long ernuff ter do any wushin'.	Julius
It all happen' dis erway.	Julius
Dey wuz a cunjuh man w'at libbed ober t' other side er de Lumbe'ton Road.	Julius
He had be'n de only cunjuh doctor in de naberhood fer lo! dese many yeahs, 'tel ole Aun' Peggy sot up in de bizness down by de Wim'l'ton Road.	Julius
Dis cunjuh man had a son w'at libbed wid 'im, en it wuz dis yer son w'at got mix' up wid Dan,--en all 'bout a 'oman.	Julius
Dey wuz a gal on de plantation name' Mahaly.	Julius
She wuz a monst'us lackly gal,--tall en soopl', wid big eyes, en a small foot, en a lively tongue, en w'en Dan tuk ter gwine wid 'er eve'ybody 'lowed dey wuz well match', en none er de yuther nigger men on de plantation das' ter go nigh her, fer dey wuz all feared er Dan.	Julius
Now, it happen' dat dis yer cunjuh man's son wuz gwine 'long de road one day, w'en who sh'd come pas' but Mahaly.	Julius
En de minute dis man sot eyes on Mahaly, he 'lowed he wuz gwine ter hab her fer hisse'f.	Julius
He come up side er her en 'mence' ter talk ter her; but she didn' paid no 'tention ter 'im, fer she wuz studyin' 'bout Dan, en she did n' lack dis nigger's looks nohow.	Julius
So w'en she got ter whar she wuz gwine, dis yer man wa'n't no fu'ther 'long dan he wuz w'en he sta'ted.	Julius
Co'se, atter he had made up his min' fer ter git Mahaly, he 'mence' ter 'quire 'roun', en soon foun' out all 'bout Dan, en w'at a dange'ous nigger he wuz.	Julius
But dis man 'lowed his daddy wuz a cunjuh man, en so he 'd come out all right in de een'; en he kep' right on atter Mahaly.	Julius
Meanw'iles Dan's marster had said dey could git married ef dey wanter, en so Dan en Mahaly had tuk up wid one ernudder, en wuz libbin' in a cabin by deyse'ves, en wuz des wrop' up in one ernudder.	Julius
Well, Chloe tol' Hannibal she did n' b'liebe a wo'd he said, en call' 'im a low-down nigger, who wuz tryin' ter slander Jeff 'ca'se he wuz mo' luckier 'n he wuz.	Julius
But all de same, she could n' keep her min' fum runnin' on w'at Hannibal had said.	Julius
She 'membered she 'd heared one er de niggers say dey wuz a gal ober at Mars' Marrabo Utley's plantation w'at Jeff use' ter go wid some befo' he got 'quainted wid Chloe.	Julius
Den she 'mence' ter figger back, en sho' 'nuff, dey wuz two er th'ee times in de las' week w'en she 'd be'n he'pin' de ladies wid dey dressin' en udder fixin's in de ebenin', en Jeff mought 'a' gone down ter de swamp widout her knowin' 'bout it at all.	Julius
En den she 'mence' ter 'member little things w'at she had n' tuk no notice of befo', en w'at 'u'd make it 'pear lack Jeff had sump'n on his min'.	Julius
Chloe set a monst'us heap er sto' by Jeff, en would 'a' done mos' anythin' fer 'im, so long ez he stuck ter her.	Julius
But Chloe wuz a mighty jealous 'oman, en w'iles she didn' b'liebe w'at Hannibal said, she seed how it _could_ 'a' be'n so, en she 'termine' fer ter fin' out fer herse'f whuther it _wuz_ so er no.	Julius
Now, Chloe had n' seed Jeff all day, fer Mars' Dugal' had sont Jeff ober ter his daughter's house, young Mis' Ma'g'ret's, w'at libbed 'bout fo' miles fum Mars' Dugal's, en Jeff wuz n' 'spected home 'tel ebenin'.	Julius
